new_ID	PAIR	PREREQUISITE	TARGET	ID_SENT	AGREEMENT	SENT -1	SENT	SENT +1
844	SOFTWARE%NETWORK_LAYER	SOFTWARE	NETWORK LAYER	502	2	Such is the case with software for controlling communication over the Internet, except that the internet software has four layers rather than three, each consisting of a collection of software routines rather than people and businesses.	The four layers are known as the application layer, the transport layer, the network layer, and the link layer (Figure 4.13).	A message typically originates in the application layer.
845	SOFTWARE%NETWORK_LAYER	SOFTWARE	NETWORK LAYER	523	2	It is the network layer's job to decide in which direction a packet should be sent at each step along the packet's path through the Internet.	In fact, the combination of the network layer and the link layer below it constitutes the software residing on the Internet routers.	The network layer is in charge of maintaining the router's forwarding table and using that table to determine the direction in which to forward packets.
846	SOFTWARE%NETWORK_SOFTWARE	SOFTWARE	NETWORK SOFTWARE	3	5	In these networks, computer users can exchange messages and share resources-such as printing capabilities, software packages, and data storage facilities-that are scattered throughout the system.	The underlying software required to support such applications has grown from simple utility packages into an expanding system of network software that provides a sophisticated network-wide infrastructure.	In a sense, network software is evolving into a network-wide operating system.
847	SOFTWARE%NETWORK_SOFTWARE	SOFTWARE	NETWORK SOFTWARE	489	5	The Layered Approach to Internet Software	A principal task of networking software is to provide the infrastructure required for transferring messages from one machine to another.	In the Internet, this message-passing activity is accomplished by means of a hierarchy of software units, which perform tasks analogous to those that would be performed if you were to send a gift in a package from the West Coast of the United States to a friend on the East Coast (Figure 4.12).
848	SOFTWARE%PROXY_SERVER	SOFTWARE	PROXY SERVER	659	5	These filters are examples of how a variety of subject areas (probability theory, artificial intelligence, etc.) can jointly contribute to developments in other fields.	Another preventative tool that has filtering connotations is the proxy server.	A proxy server is a software unit that acts as an intermediary between a client and a server with the goal of shielding the client from adverse actions of the server.
849	SOFTWARE%PROXY_SERVER	SOFTWARE	PROXY SERVER	660	5	Another preventative tool that has filtering connotations is the proxy server.	A proxy server is a software unit that acts as an intermediary between a client and a server with the goal of shielding the client from adverse actions of the server.	Without a proxy server, a client communicates directly with a server, meaning that the server has an opportunity to learn a certain amount about the client.
850	SOFTWARE%SKYPE	SOFTWARE	SKYPE	312	1	Voice over internet protocol soft phones consist of peer-to-peer software that allows two or more PCs to share a call with no more special hardware than a speaker and a microphone.	An example of a voice over internet protocol soft phone system is Skype, which also provides its clients with links to the traditional telephone communication system.	One drawback to Skype is that it is a proprietary system, and thus much of its operational structure is not publicly known.
851	SOFTWARE%SNIFF_SOFTWARE	SOFTWARE	SNIFF SOFTWARE	620	1	Thus, email attachments from unknown sources should never be opened.	Another form of malicious software is spyware (sometimes called sniffing software), which is software that collects information about activities at the computer on which it resides and reports that information back to the instigator of the attack.	Some companies use spyware as a means of building customer profiles, and in this context, it has questionable ethical merit.
852	SOFTWARE%SPYWARE	SOFTWARE	SPYWARE	600	5	Such software might be transferred to, and executed on, the computer itself, or it might attack the computer from a distance.	Examples of software that is transferred to, and executed on, the computer under attack include viruses, worms, trojan horses, and spyware, whose names reflect the primary characteristic of the software.	The Computer Emergency Response Team In November 1988 a worm released into the Internet caused significant disruption of service.
853	SOFTWARE%SPYWARE	SOFTWARE	SPYWARE	620	5	Thus, email attachments from unknown sources should never be opened.	Another form of malicious software is spyware (sometimes called sniffing software), which is software that collects information about activities at the computer on which it resides and reports that information back to the instigator of the attack.	Some companies use spyware as a means of building customer profiles, and in this context, it has questionable ethical merit.
854	SOFTWARE%TRANSPORT_LAYER	SOFTWARE	TRANSPORT LAYER	502	1	Such is the case with software for controlling communication over the Internet, except that the internet software has four layers rather than three, each consisting of a collection of software routines rather than people and businesses.	The four layers are known as the application layer, the transport layer, the network layer, and the link layer (Figure 4.13).	A message typically originates in the application layer.
855	SOFTWARE%TROJAN_HORSE	SOFTWARE	TROJAN HORSE	600	3	Such software might be transferred to, and executed on, the computer itself, or it might attack the computer from a distance.	Examples of software that is transferred to, and executed on, the computer under attack include viruses, worms, trojan horses, and spyware, whose names reflect the primary characteristic of the software.	The Computer Emergency Response Team In November 1988 a worm released into the Internet caused significant disruption of service.
856	SOFTWARE%TROJAN_HORSE	SOFTWARE	TROJAN HORSE	613	3	A characteristic consequence of a worm is an explosion of the worm's replicated copies that degrades the performance of legitimate applications and can ultimately overload an entire network or internet.	A trojan horse is a program that enters a computer system disguised as a desirable program, such as a game or useful utility package, that is willingly imported by the victim.	Once in the computer, however, the trojan horse performs additional activities that might have harmful effects.
857	SOFTWARE%VIRUS	SOFTWARE	VIRUS	600	5	Such software might be transferred to, and executed on, the computer itself, or it might attack the computer from a distance.	Examples of software that is transferred to, and executed on, the computer under attack include viruses, worms, trojan horses, and spyware, whose names reflect the primary characteristic of the software.	The Computer Emergency Response Team In November 1988 a worm released into the Internet caused significant disruption of service.
858	SOFTWARE%VIRUS	SOFTWARE	VIRUS	606	5	The Computer Emergency Response Team Coordination Center maintains a website at http://www.cert.org where it posts notices of its activities.	A virus is software that infects a computer by inserting itself into programs that already reside in the machine.	Then, when the " host " program is executed, the virus is also executed.
859	SOFTWARE%WEBSERVERS	SOFTWARE	WEBSERVERS	355	3	Web Implementation	Software packages that allow users to access hypertext on the Internet fall into one of two categories: browsers and webservers.	A browser resides on the user's computer and is charged with the tasks of obtaining materials requested by the user and presenting these materials to the user in an organized manner.
860	SOFTWARE%WORM	SOFTWARE	WORM	600	3	Such software might be transferred to, and executed on, the computer itself, or it might attack the computer from a distance.	Examples of software that is transferred to, and executed on, the computer under attack include viruses, worms, trojan horses, and spyware, whose names reflect the primary characteristic of the software.	The Computer Emergency Response Team In November 1988 a worm released into the Internet caused significant disruption of service.
861	SOFTWARE%WORM	SOFTWARE	WORM	611	3	A worm is an autonomous program that transfers itself through a network, taking up residence in computers and forwarding copies of itself to other computers.	As in the case of a virus, a worm can be designed merely to replicate itself or to perform more extreme vandalism.	A characteristic consequence of a worm is an explosion of the worm's replicated copies that degrades the performance of legitimate applications and can ultimately overload an entire network or internet.
862	SPAM%SPAM_FILTER	SPAM	SPAM FILTER	655	2	A properly installed firewall could block the messages from these malicious clients.	Some variations of firewalls are designed for specific purposes-an example being spam filters, which are firewalls designed to block unwanted email.	Many spam filters use rather sophisticated techniques to distinguish between desirable email and spam.
863	SPOOFING%CERTIFICATE_AUTHORITY	SPOOFING	CERTIFICATE AUTHORITY	709	1	Thus, the task of associating public-keys with correct parties is significant.	One approach to resolving this problem is to establish trusted Internet sites, called certificate authorities, whose task is to maintain accurate lists of parties and their public-keys.	These authorities, acting as servers, then provide reliable public-key information to their clients in packages known as certificates.
864	SPYWARE%ANTIVIRUS_SOFTWARE	SPYWARE	ANTIVIRUS SOFTWARE	675	2	Another means of defense against invasions via network connections is software called antivirus software, which is used to detect and remove the presence of known viruses and other infections.	Actually, antivirus software represents a broad class of software products, each designed to detect and remove a specific type of infection.	For example, whereas many products specialize in virus control, others specialize in spyware protection.
865	SPYWARE%PHISHING	SPYWARE	PHISHING	623	1	In other cases, spyware is used for blatantly malicious purposes such as recording the symbol sequences typed at the computer's keyboard in search of passwords or credit card numbers.	As opposed to obtaining information secretly by sniffing via spyware, phishing is a technique of obtaining information explicitly by simply asking for it.	The term phishing is a play on the word fishing because the process involved is to cast numerous " lines " in hopes that someone will " take the bait ".
866	STANDARD%ETHERNET	STANDARD	ETHERNET	24	1	Two of the more popular topologies are the bus, in which the machines are all connected to a common communication line called a bus (Figure 4.1a), and the star, in which one machine serves as a central focal point to which all the others are connected (Figure 4.1b).	The bus topology was popularized in the 1990s when it was implemented under a set of standards known as Ethernet, and ethernet networks remain one of the most popular networking systems in use today.	The star topology has roots as far back as the 1970s.
867	STANDARD%INTERNET_PROTOCOL	STANDARD	INTERNET PROTOCOL	580	1	For example, the efficiency of user datagram protocol makes it the protocol of choice for domain name system lookups and voice over internet protocol.	However, because email is less time sensitive, mail servers use transmission control protocol to transfer email. internet protocol is the Internet's standard for implementing the tasks assigned to the network layer.	We have already observed that this task consists of forwarding, which involves relaying packets through the Internet, and routing, which involves updating the layer's forwarding table to reflect changing conditions.
868	STANDARD%OPEN_SYSTEM_INTERCONNECTION	STANDARD	OPEN SYSTEM INTERCONNECTION	557	1	The demand for open networks has generated a need for published standards by which manufacturers can supply equipment and software that function properly with products from other vendors.	One standard that has resulted is the Open System Interconnection (OSI) reference model, produced by the International Organization for Standardization.	This standard is based on a seven-level hierarchy as opposed to the four-level hierarchy we have just described.
869	STANDARD%STANDARD_GENERALIZED_MARKUP_LANGUAGE	STANDARD	STANDARD GENERALIZED MARKUP LANGUAGE	431	1	The extensible markup language (XML) is a standardized style (similar to that of our music example) for designing notational systems for representing data as text files.	Actually, extensible markup language is a simplified derivative of an older set of standards called the Standard Generalized Markup Language, better known as SGML.	Following the extensible markup language standard, notational systems called markup languages have been developed for representing mathematics, multimedia presentations, and music.
870	STANDARD%TRANSMISSION_CONTROL_PROTOCOL/INTERNET_PROTOCOL_PROTOCOL_SUITE	STANDARD	TRANSMISSION CONTROL PROTOCOL/INTERNET PROTOCOL PROTOCOL SUITE	19	1	The Internet (a popular worldwide network of networks that we will study in this chapter) is an open system.	In particular, communication throughout the Internet is governed by an open collection of standards known as the transmission control protocol/internet protocol protocol suite, which is the subject of Section 4.4.	Anyone is free to use these standards without paying fees or signing license agreements.
871	STAR_NETWORK%CENTRAL_ACCESS_POINT	STAR NETWORK	CENTRAL ACCESS POINT	52	1	You go first ", whereas under the carrier sense, multiple access with collision detection protocol each machine merely tries again later.	Note that carrier sense, multiple access with collision detection is not compatible with wireless star networks in which all machines communicate through a central access point.	This is because a machine may be unable to detect that its transmissions are colliding with those of another.
872	STAR_NETWORK%ROUTER	STAR NETWORK	ROUTER	99	1	Note that the task of a router is different from that of repeaters, bridges, and switches in that routers provide links between networks while allowing each network to maintain its unique internal characteristics.	As an example, Figure 4.5 depicts two wifi star networks and an Ethernet bus network connected by routers.	When a machine in one of the wifi networks wants to send a message to a machine in the ethernet network, it first sends the message to the access point in its network.
873	STAR_NETWORK%WIRELESS_NETWORK	STAR NETWORK	WIRELESS NETWORK	28	2	As the simple terminals employed by these users grew into small computers themselves, a star network emerged.	Today, the star configuration is popular in wireless networks where communication is conducted by means of radio broadcast and the central machine, called the access point (AP), serves as a focal point around which all communication is coordinated.	The difference between a bus network and a star network is not always obvious by the physical arrangement of equipment.
874	STAR%ACCESS_POINT	STAR	ACCESS POINT	28	1	As the simple terminals employed by these users grew into small computers themselves, a star network emerged.	Today, the star configuration is popular in wireless networks where communication is conducted by means of radio broadcast and the central machine, called the access point (AP), serves as a focal point around which all communication is coordinated.	The difference between a bus network and a star network is not always obvious by the physical arrangement of equipment.
875	STAR%STAR_NETWORK	STAR	STAR NETWORK	27	2	It evolved from the paradigm of a large central computer serving many users.	As the simple terminals employed by these users grew into small computers themselves, a star network emerged.	Today, the star configuration is popular in wireless networks where communication is conducted by means of radio broadcast and the central machine, called the access point (AP), serves as a focal point around which all communication is coordinated.
876	STAR%STAR_NETWORK	STAR	STAR NETWORK	29	3	Today, the star configuration is popular in wireless networks where communication is conducted by means of radio broadcast and the central machine, called the access point (AP), serves as a focal point around which all communication is coordinated.	The difference between a bus network and a star network is not always obvious by the physical arrangement of equipment.	The distinction is whether the machines in the network envision themselves as communicating directly with each other over a common bus or indirectly through an intermediary central machine.
877	STAR%WIRELESS	STAR	WIRELESS	28	1	As the simple terminals employed by these users grew into small computers themselves, a star network emerged.	Today, the star configuration is popular in wireless networks where communication is conducted by means of radio broadcast and the central machine, called the access point (AP), serves as a focal point around which all communication is coordinated.	The difference between a bus network and a star network is not always obvious by the physical arrangement of equipment.
878	STAR%WIRELESS_NETWORK	STAR	WIRELESS NETWORK	28	1	As the simple terminals employed by these users grew into small computers themselves, a star network emerged.	Today, the star configuration is popular in wireless networks where communication is conducted by means of radio broadcast and the central machine, called the access point (AP), serves as a focal point around which all communication is coordinated.	The difference between a bus network and a star network is not always obvious by the physical arrangement of equipment.
879	STORAGE%MAGNETIC_DISK	STORAGE	MAGNETIC DISK	123	1	Another early application of the client/server model was used to reduce the cost of magnetic disk storage while also removing the need for duplicate copies of records.	Here one machine in a network was equipped with a high-capacity mass storage system (usually a magnetic disk) that contained all of an organization's records.	Other machines on the network then requested access to the records as they needed them.
880	STREAMING%CONTENT_DELIVERY_NETWORK	STREAMING	CONTENT DELIVERY NETWORK	344	1	In order for this type of streaming to scale to thousands or even millions of simultaneous users, each with his or her own personal stream, replication of the content to many distinct servers is essential.	Large-scale streaming services make use of content delivery networks (CDNs), groups of servers distributed strategically around the Internet that specialize in streaming copies of content to nearby end users in their network " neighborhood ".	In many cases, content delivery networks machines may reside in an access internet service provider network, allowing customers of that access internet service provider to stream copies of multimedia content at high speed from a nearby server that is much closer in the network than the streaming service's central server machines.
881	SWITCH%ROUTER	SWITCH	ROUTER	98	3	The connection between networks to form an internet is handled by devices known as routers, which are special purpose computers used for forwarding messages.	Note that the task of a router is different from that of repeaters, bridges, and switches in that routers provide links between networks while allowing each network to maintain its unique internal characteristics.	As an example, Figure 4.5 depicts two wifi star networks and an Ethernet bus network connected by routers.
882	SYSTEM%ASCII	SYSTEM	ASCII	376	1	hypertext markup language	A traditional hypertext document is similar to a text file because its text is encoded character by character using a system such as ASCII or Unicode.	The distinction is that a hypertext document also contains special symbols, called tags, that describe how the document should appear on a display screen, what multimedia resources (such as images) should accompany the document, and which items within the document are linked to other documents.
883	SYSTEM%DISTRIBUTED_SYSTEM	SYSTEM	DISTRIBUTED SYSTEM	147	3	With the success of networking technology, interaction between computers via networks has become common and multifaceted.	Many modern software systems, such as global information retrieval systems, company-wide accounting and inventory systems, computer games, and even the software that controls a network's infrastructure itself are designed as distributed systems, meaning that they consist of software units that execute as processes on different computers.	Early distributed systems were developed independently from scratch.
884	SYSTEM%DOMAIN_NAME_SYSTEM	SYSTEM	DOMAIN NAME SYSTEM	246	2	This conversion is performed with the aid of numerous servers, called name servers, that are essentially directories that provide address translation services to clients.	Collectively, these name servers are used as an Internet-wide directory system known as the domain name system (DNS).	The process of using domain name system to perform a translation is called a domain name system lookup.
885	TAG%ANCHOR	TAG	ANCHOR	402	1	Let us suppose that, when the word here is clicked, we want the browser to retrieve and display the page at the uniform resource locator http://crafty.com/demo.html.	To do so, we must first surround the word here in the source version of the page with the tags < a > and < / a >, which are called anchor tags.	Inside the opening anchor tag we insert the parameter href = http://crafty.com/demo.html (as shown in Figure 4.10a) indicating that the hypertext reference (href) associated with the tag is the uniform resource locator following the equal sign (http://crafty.com/demo.html).
886	TAG%ANCHOR_TAG	TAG	ANCHOR TAG	402	2	Let us suppose that, when the word here is clicked, we want the browser to retrieve and display the page at the uniform resource locator http://crafty.com/demo.html.	To do so, we must first surround the word here in the source version of the page with the tags < a > and < / a >, which are called anchor tags.	Inside the opening anchor tag we insert the parameter href = http://crafty.com/demo.html (as shown in Figure 4.10a) indicating that the hypertext reference (href) associated with the tag is the uniform resource locator following the equal sign (http://crafty.com/demo.html).
887	TAG%BODY	TAG	BODY	384	1	Note that the tags are delineated by the symbols < and >.	The hypertext markup language source document consists of two sections-a head (surrounded by the < head > and < / head > tags) and a body (surrounded by the < body > and < / body > tags).	The distinction between the head and body of a webpage is similar to that of the head and body of an interoffice memo.
888	TAG%HEAD	TAG	HEAD	384	1	Note that the tags are delineated by the symbols < and >.	The hypertext markup language source document consists of two sections-a head (surrounded by the < head > and < / head > tags) and a body (surrounded by the < body > and < / body > tags).	The distinction between the head and body of a webpage is similar to that of the head and body of an interoffice memo.
889	TAG%HYPERTEXT_MARKUP_LANGUAGE	TAG	HYPERTEXT MARKUP LANGUAGE	378	2	The distinction is that a hypertext document also contains special symbols, called tags, that describe how the document should appear on a display screen, what multimedia resources (such as images) should accompany the document, and which items within the document are linked to other documents.	This system of tags is known as hypertext markup language (HTML).	Thus, it is in terms of hypertext markup language that an author of a webpage describes the information that a browser needs in order to present the page on the user's screen and to find any related documents referenced by the current page.
890	TAG%HYPERTEXT_MARKUP_LANGUAGE_SOURCE_DOCUMENT	TAG	HYPERTEXT MARKUP LANGUAGE SOURCE DOCUMENT	384	1	Note that the tags are delineated by the symbols < and >.	The hypertext markup language source document consists of two sections-a head (surrounded by the < head > and < / head > tags) and a body (surrounded by the < body > and < / body > tags).	The distinction between the head and body of a webpage is similar to that of the head and body of an interoffice memo.
891	TAG%SEMANTIC-ORIENTED_TAG	TAG	SEMANTIC-ORIENTED TAG	442	2	For example, with hypertext markup language the ingredients in a recipe can be marked so that they appear as a list in which each ingredient is positioned on a separate line.	But if we used semantic-oriented tags, ingredients in a recipe could be marked as ingredients (perhaps using the tags < ingredient > and < / ingredient >) rather than merely items in a list.	The difference is subtle but important.
892	TEXT_FILE%ASCII	TEXT FILE	ASCII	376	1	hypertext markup language	A traditional hypertext document is similar to a text file because its text is encoded character by character using a system such as ASCII or Unicode.	The distinction is that a hypertext document also contains special symbols, called tags, that describe how the document should appear on a display screen, what multimedia resources (such as images) should accompany the document, and which items within the document are linked to other documents.
893	TEXT_FILE%EXTENSIBLE_MARKUP_LANGUAGE	TEXT FILE	EXTENSIBLE MARKUP LANGUAGE	430	1	This same style could also be used to develop systems for representing other formats such as mathematical expressions and graphics.	The extensible markup language (XML) is a standardized style (similar to that of our music example) for designing notational systems for representing data as text files.	Actually, extensible markup language is a simplified derivative of an older set of standards called the Standard Generalized Markup Language, better known as SGML.
894	TEXT_FILE%HYPERTEXT_DOCUMENT	TEXT FILE	HYPERTEXT DOCUMENT	376	2	hypertext markup language	A traditional hypertext document is similar to a text file because its text is encoded character by character using a system such as ASCII or Unicode.	The distinction is that a hypertext document also contains special symbols, called tags, that describe how the document should appear on a display screen, what multimedia resources (such as images) should accompany the document, and which items within the document are linked to other documents.
895	TEXT_FILE%UNICODE	TEXT FILE	UNICODE	376	1	hypertext markup language	A traditional hypertext document is similar to a text file because its text is encoded character by character using a system such as ASCII or Unicode.	The distinction is that a hypertext document also contains special symbols, called tags, that describe how the document should appear on a display screen, what multimedia resources (such as images) should accompany the document, and which items within the document are linked to other documents.
896	TEXT_MESSAGING%SECOND_GENERATION	TEXT MESSAGING	SECOND GENERATION	333	1	In retrospect, we call these early phones " 1G ", or first generation.	The second generation used digital signals to encode voice, providing more effective use of the airwaves, and the transmission of other kinds of digital data, like text messaging.	The Third Generation (" 3G ") phone network provided higher data rates, allowing for mobile video calls and other bandwidth-intensive activities.
897	THEFT_OF_INFORMATION%COMPUTER_FRAUD_AND_ABUSE_ACT	THEFT OF INFORMATION	COMPUTER FRAUD AND ABUSE ACT	738	1	In short, the act requires proof that the defendant knowingly caused the transmission of a program or data that intentionally caused damage.	The Computer Fraud and Abuse Act also covers cases involving the theft of information.	In particular, the act outlaws obtaining anything of value via the unauthorized access of a computer.
898	TIER-1_INTERNET_SERVICE_PROVIDER%TIER-2_INTERNET_SERVICE_PROVIDER	TIER-1 INTERNET SERVICE PROVIDER	TIER-2 INTERNET SERVICE PROVIDER	180	4	An example would be a company that originated as a traditional telephone company and has expanded its scope into providing other communication services.	Connecting to the tier-1 internet service providers are the tier-2 internet service providers that tend to be more regional in scope and less potent in their capabilities.	The distinction between the tier-1 and tier-2 internet service providers is often a matter of opinion.
899	TIER-1_INTERNET_SERVICE_PROVIDER%TIER-3_INTERNET_SERVICE_PROVIDER	TIER-1 INTERNET SERVICE PROVIDER	TIER-3 INTERNET SERVICE PROVIDER	185	1	As such, they can be thought of as the core of the Internet.	Access to this core is usually provided by an intermediary called an access or tier-3 internet service provider.	An access internet service provider is essentially an independent internet, sometimes called an intranet, operated by a single authority that is in the business of supplying internet access to individual homes and businesses.
900	TIER-2_INTERNET_SERVICE_PROVIDER%TIER-3_INTERNET_SERVICE_PROVIDER	TIER-2 INTERNET SERVICE PROVIDER	TIER-3 INTERNET SERVICE PROVIDER	185	1	As such, they can be thought of as the core of the Internet.	Access to this core is usually provided by an intermediary called an access or tier-3 internet service provider.	An access internet service provider is essentially an independent internet, sometimes called an intranet, operated by a single authority that is in the business of supplying internet access to individual homes and businesses.
901	TIER-3_INTERNET_SERVICE_PROVIDER%ACCESS_INTERNET_SERVICE_PROVIDER	TIER-3 INTERNET SERVICE PROVIDER	ACCESS INTERNET SERVICE PROVIDER	186	1	Access to this core is usually provided by an intermediary called an access or tier-3 internet service provider.	An access internet service provider is essentially an independent internet, sometimes called an intranet, operated by a single authority that is in the business of supplying internet access to individual homes and businesses.	Examples include cable and telephone companies that charge for their service as well as organizations such as universities or corporations that take it upon themselves to provide internet access to individuals within their organizations.
902	TOP-LEVEL_DOMAINS%COUNTRY-CODE_TOP-LEVEL_DOMAINS	TOP-LEVEL DOMAINS	COUNTRY-CODE TOP-LEVEL DOMAINS	235	1	Other Top-Level Domains include com for commercial institutions, gov for U.S. government institutions, org for nonprofit organizations, museum for museums, info for unrestricted use, and net, which was originally intended for internet service providers but is now used on a much broader scale.	In addition to these general Top-Level Domains, there are also two-letter Top-Level Domains for specific countries (called country-code Top-Level Domains) such as au for Australia and ca for Canada.	Once a domain's mnemonic name is registered, the organization that registered the name is free to extend the name to obtain mnemonic identifiers for individual items within the domain.
903	TOP-LEVEL_DOMAINS%SUBDOMAIN	TOP-LEVEL DOMAINS	SUBDOMAIN	241	1	These subdomains often represent different networks within the domain's jurisdiction.	For example, if Yoyodyne Corporation was assigned the domain name yoyodyne.com, then an individual computer at Yoyodyne might have a name such as overthruster.propulsion.yoyodyne.com, meaning that the computer overthruster is in the subdomain propulsion within the domain yoyodyne within the Top-Level Domain com.	We should emphasize that the dotted notation used in mnemonic addresses is not related to the dotted decimal notation used to represent addresses in bit pattern form.
904	TOPOLOGY_OF_THE_NETWORK%BUS	TOPOLOGY OF THE NETWORK	BUS	23	1	Still another way of classifying networks is based on the topology of the network, which refers to the pattern in which the machines are connected.	Two of the more popular topologies are the bus, in which the machines are all connected to a common communication line called a bus (Figure 4.1a), and the star, in which one machine serves as a central focal point to which all the others are connected (Figure 4.1b).	The bus topology was popularized in the 1990s when it was implemented under a set of standards known as Ethernet, and ethernet networks remain one of the most popular networking systems in use today.
905	TOPOLOGY_OF_THE_NETWORK%STAR	TOPOLOGY OF THE NETWORK	STAR	25	1	The bus topology was popularized in the 1990s when it was implemented under a set of standards known as Ethernet, and ethernet networks remain one of the most popular networking systems in use today.	The star topology has roots as far back as the 1970s.	It evolved from the paradigm of a large central computer serving many users.
906	TRADITIONAL_TELEPHONE%1G	TRADITIONAL TELEPHONE	1G	332	2	The first generation wireless telephone network transmitted analog voice signals through the air, much like traditional telephones but without the copper wire running into the wall.	In retrospect, we call these early phones " 1G ", or first generation.	The second generation used digital signals to encode voice, providing more effective use of the airwaves, and the transmission of other kinds of digital data, like text messaging.
907	TRADITIONAL_TELEPHONE%1G	TRADITIONAL TELEPHONE	1G	339	2	The first generation wireless telephone network transmitted analog voice signals through the air, much like traditional telephones but without the copper wire running into the wall.	In retrospect, we call these early phones " 1G ", or first generation.	The second generation used digital signals to encode voice, providing more effective use of the airwaves, and the transmission of other kinds of digital data, like text messaging.
908	TRADITIONAL_TELEPHONE%ANALOG_TELEPHONE_ADAPTER	TRADITIONAL TELEPHONE	ANALOG TELEPHONE ADAPTER	316	1	For instance, to receive calls, a Skype user must leave his or her PC connected to the Internet and available to the Skype system, which means that some of the PC's resources may be used to support other Skype communications without the PC owner's awareness-a feature that has generated some resistance.	A second form of voice over internet protocol consists of analog telephone adapters, which are devices that allow a user to connect his or her traditional telephone to phone service provided by an access internet service provider.	This choice is frequently bundled with traditional Internet service and/or digital television service.
909	TRADITIONAL_TELEPHONE%VOICE_OVER_INTERNET_PROTOCOL	TRADITIONAL TELEPHONE	VOICE OVER INTERNET PROTOCOL	306	2	VoIP	As an example of a more recent Internet application, consider voice over internet protocol (VoIP) in which the internet infrastructure is used to provide voice communication similar to that of traditional telephone systems.	In its simplest form, voice over internet protocol consists of two processes on different machines transferring audio data via the peer-to-peer model-a process that in itself presents no significant problems.
910	TRADITIONAL_TELEPHONE%VOICE_OVER_INTERNET_PROTOCOL	TRADITIONAL TELEPHONE	VOICE OVER INTERNET PROTOCOL	308	2	In its simplest form, voice over internet protocol consists of two processes on different machines transferring audio data via the peer-to-peer model-a process that in itself presents no significant problems.	However, tasks such as initiating and receiving calls, linking voice over internet protocol with traditional telephone systems, and providing services such as emergency 911 communication are issues that extend beyond traditional Internet applications.	Moreover, governments that own their country's traditional telephone companies view voice over internet protocol as a threat and have either taxed it heavily or outlawed it completely.
911	TRANSMISSION_CONTROL_PROTOCOL/INTERNET_PROTOCOL_NETWORK%EMBEDDED_VOICE_OVER_INTERNET_PROTOCOL_PHONE	TRANSMISSION CONTROL PROTOCOL/INTERNET PROTOCOL NETWORK	EMBEDDED VOICE OVER INTERNET PROTOCOL PHONE	318	1	This choice is frequently bundled with traditional Internet service and/or digital television service.	The third type of voice over internet protocol comes in the form of embedded voice over internet protocol phones, which are devices that replace a traditional telephone with an equivalent handset connected directly to a transmission control protocol/internet protocol network.	Embedded voice over internet protocol phones are becoming increasingly common for large organizations, many of whom are replacing their traditional internal copper wire telephone systems with voice over internet protocol over Ethernet to reduce costs and enhance features.
912	TRANSMISSION_CONTROL_PROTOCOL/INTERNET_PROTOCOL_NETWORK%VOICE_OVER_INTERNET_PROTOCOL	TRANSMISSION CONTROL PROTOCOL/INTERNET PROTOCOL NETWORK	VOICE OVER INTERNET PROTOCOL	318	1	This choice is frequently bundled with traditional Internet service and/or digital television service.	The third type of voice over internet protocol comes in the form of embedded voice over internet protocol phones, which are devices that replace a traditional telephone with an equivalent handset connected directly to a transmission control protocol/internet protocol network.	Embedded voice over internet protocol phones are becoming increasingly common for large organizations, many of whom are replacing their traditional internal copper wire telephone systems with voice over internet protocol over Ethernet to reduce costs and enhance features.
913	TRANSMISSION_CONTROL_PROTOCOL/INTERNET_PROTOCOL_PROTOCOL_SUITE%INTERNET	TRANSMISSION CONTROL PROTOCOL/INTERNET PROTOCOL PROTOCOL SUITE	INTERNET	19	1	The Internet (a popular worldwide network of networks that we will study in this chapter) is an open system.	In particular, communication throughout the Internet is governed by an open collection of standards known as the transmission control protocol/internet protocol protocol suite, which is the subject of Section 4.4.	Anyone is free to use these standards without paying fees or signing license agreements.
914	TRANSMISSION_CONTROL_PROTOCOL/INTERNET_PROTOCOL_PROTOCOL_SUITE%INTERNET_PROTOCOL	TRANSMISSION CONTROL PROTOCOL/INTERNET PROTOCOL PROTOCOL SUITE	INTERNET PROTOCOL	561	1	The transmission control protocol/internet protocol protocol suite is a collection of protocol standards used by the Internet to implement the four-level communication hierarchy.	Actually, the transmission control protocol (TCP) and the internet protocol (IP) are the names of only two of the protocols in this vast collection-so the fact that the entire collection is referred to as the transmission control protocol/internet protocol protocol suite is rather misleading.	More precisely, transmission control protocol defines a version of the transport layer.
915	TRANSMISSION_CONTROL_PROTOCOL/INTERNET_PROTOCOL_PROTOCOL_SUITE%TRANSMISSION_CONTROL_PROTOCOL	TRANSMISSION CONTROL PROTOCOL/INTERNET PROTOCOL PROTOCOL SUITE	TRANSMISSION CONTROL PROTOCOL	561	1	The transmission control protocol/internet protocol protocol suite is a collection of protocol standards used by the Internet to implement the four-level communication hierarchy.	Actually, the transmission control protocol (TCP) and the internet protocol (IP) are the names of only two of the protocols in this vast collection-so the fact that the entire collection is referred to as the transmission control protocol/internet protocol protocol suite is rather misleading.	More precisely, transmission control protocol defines a version of the transport layer.
