ID	PAIR	PREREQUISITE	TARGET	ID_SENT	AGREEMENT	SENT -1	SENT	SENT +1
306	SERVER%CERTIFICATE	SERVER	CERTIFICATE	710	1	One approach to resolving this problem is to establish trusted Internet sites, called certificate authorities, whose task is to maintain accurate lists of parties and their public-keys.	These authorities, acting as servers, then provide reliable public-key information to their clients in packages known as certificates.	A certificate is a package containing a party's name and that party's public-key.
307	SERVER%CERTIFICATE_AUTHORITY	SERVER	CERTIFICATE AUTHORITY	709	2	Thus, the task of associating public-keys with correct parties is significant.	One approach to resolving this problem is to establish trusted Internet sites, called certificate authorities, whose task is to maintain accurate lists of parties and their public-keys.	These authorities, acting as servers, then provide reliable public-key information to their clients in packages known as certificates.
308	SERVER%CLIENT/SERVER_MODEL	SERVER	CLIENT/SERVER MODEL	119	2	This model defines the basic roles played by the processes as either a client, which makes requests of other processes, or a server, which satisfies the requests made by clients.	An early application of the client/server model appeared in networks connecting all the computers in a cluster of offices.	In this situation, a single, highquality printer was attached to the network where it was available to all the machines in the network.
309	SERVER%CONTENT_DELIVERY_NETWORK	SERVER	CONTENT DELIVERY NETWORK	344	3	In order for this type of streaming to scale to thousands or even millions of simultaneous users, each with his or her own personal stream, replication of the content to many distinct servers is essential.	Large-scale streaming services make use of content delivery networks (CDNs), groups of servers distributed strategically around the Internet that specialize in streaming copies of content to nearby end users in their network " neighborhood ".	In many cases, content delivery networks machines may reside in an access internet service provider network, allowing customers of that access internet service provider to stream copies of multimedia content at high speed from a nearby server that is much closer in the network than the streaming service's central server machines.
310	SERVER%FILE_SERVER	SERVER	FILE SERVER	125	3	Other machines on the network then requested access to the records as they needed them.	Thus the machine that actually contained the records played the role of a server (called a file server), and the other machines played the role of clients that requested access to the files that were stored at the file server.	Today the client/server model is used extensively in network applications, as we will see later in this chapter.
311	SERVER%MAIL_SERVER	SERVER	MAIL SERVER	270	2	Simple mail transfer protocol (SMTP) defines a way that two computers on the network may interact when transmitting an email message from one host to the other.	Consider the example case of a mail server mail.skaro.gov sending an email from end user " dalek " to end user " doctor " in the domain tardis.edu.	First, a mail handling process on mail.skaro.gov contacts the mail server process on mail.tardis.edu.
312	SERVER%MAIL_SERVER	SERVER	MAIL SERVER	271	2	Consider the example case of a mail server mail.skaro.gov sending an email from end user " dalek " to end user " doctor " in the domain tardis.edu.	First, a mail handling process on mail.skaro.gov contacts the mail server process on mail.tardis.edu.	To accomplish this, it uses domain name system, another network protocol, to map the human-readable destination domain name to the proper mail server name, and then to its internet protocol address.
313	SERVER%NAME_SERVER	SERVER	NAME SERVER	245	4	Thus, if a human wants to send a message to a distant machine and identifies the destination by means of a mnemonic address, the software being used must be able to convert that address into an internet protocol address before transmitting the message.	This conversion is performed with the aid of numerous servers, called name servers, that are essentially directories that provide address translation services to clients.	Collectively, these name servers are used as an Internet-wide directory system known as the domain name system (DNS).
314	SERVER%PRINT_SERVER	SERVER	PRINT SERVER	121	2	In this situation, a single, highquality printer was attached to the network where it was available to all the machines in the network.	In this case the printer played the role of a server (often called a print server), and the other machines were programmed to play the role of clients that sent print requests to the print server.	Another early application of the client/server model was used to reduce the cost of magnetic disk storage while also removing the need for duplicate copies of records.
315	SERVER%PROXY_SERVER	SERVER	PROXY SERVER	659	4	These filters are examples of how a variety of subject areas (probability theory, artificial intelligence, etc.) can jointly contribute to developments in other fields.	Another preventative tool that has filtering connotations is the proxy server.	A proxy server is a software unit that acts as an intermediary between a client and a server with the goal of shielding the client from adverse actions of the server.
316	SERVER%PROXY_SERVER	SERVER	PROXY SERVER	660	4	Another preventative tool that has filtering connotations is the proxy server.	A proxy server is a software unit that acts as an intermediary between a client and a server with the goal of shielding the client from adverse actions of the server.	Without a proxy server, a client communicates directly with a server, meaning that the server has an opportunity to learn a certain amount about the client.
317	SERVER%REMOTE_SERVER	SERVER	REMOTE SERVER	277	1	In line 2, the sending mail server process introduces itself.	In line 3, the remote server acknowledges the name of the sending server.	Most internet protocols are not necessarily transmitted in ASCII characters so easily interpreted by a human.
318	SERVER%SECURE_SOCKET_LAYER	SERVER	SECURE SOCKET LAYER	689	1	A prime example is the secure version of hypertext transfer protocol, known as HTTPS (hypertext transfer protocol over secure socket layer), which is used by most financial institutions to provide customers with secure internet access to their accounts.	The backbone of hypertext transfer protocol over secure socket layer is the protocol system known as secure sockets layer (SSL), which was originally developed by Netscape to provide secure communication links between Web clients and servers.	Most browsers indicate the use of secure sockets layer by displaying a tiny padlock icon on the computer screen.
319	SERVER%SERVER-SIDE	SERVER	SERVER-SIDE	457	3	These needs would require additional activity by either the browser or the webserver.	Such activities are called client-side activities if they are performed by a client (such as a browser) or server-side activities if they are performed by a server (such as a webserver).	As an example, suppose a travel agent wanted customers to be able to identify desired destinations and dates of travel, at which time the agent would present the customer with a customized webpage containing only the information pertinent to that customer's needs.
320	SERVER%SERVLETS	SERVER	SERVLETS	474	1	An early means of controlling server-side activities was to use a set of standards called CGI (Common Gateway Interface) by which clients could request the execution of programs stored at a server.	A variation of this approach (developed by Sun Microsystems) is to allow clients to cause program units called servlets to be executed at the server side.	A simplified version of the servlet approach is applicable when the requested server-side activity is the construction of a customized webpage, as in our travel agent example.
321	SERVER%SPYWARE	SERVER	SPYWARE	653	1	Indeed, one way an intruder might gain entry to a computer is by establishing contact through a " hole " left by a nonexistent server.	In particular, one method for retrieving information gathered by spyware is to establish a clandestine server on the infected computer by which malicious clients can retrieve the spyware's findings.	A properly installed firewall could block the messages from these malicious clients.
322	SERVER%UNIFORM_RESOURCE_LOCATOR	SERVER	UNIFORM RESOURCE LOCATOR	364	2	Thus to view a webpage, a person first provides his or her browser with the uniform resource locator of the desired document and then instructs the browser to retrieve and display the document.	A typical uniform resource locator is presented in Figure 4.8.	It consists of four segments: the protocol to use to communicate with the server controlling access to the document, the mnemonic address of the machine containing the server, the directory path needed for the server to find the directory containing the document, and the name of the document itself.
323	SERVER%UNIFORM_RESOURCE_LOCATOR	SERVER	UNIFORM RESOURCE LOCATOR	368	2	Sometimes a uniform resource locator might not explicitly contain all the segments shown in Figure 4.8.	For example, if the server does not need to follow a directory path to reach the document, no directory path will appear in the uniform resource locator.	Moreover, sometimes a uniform resource locator will consist of only a protocol and the mnemonic address of a computer.
324	SERVER%WEBSERVER	SERVER	WEBSERVER	457	1	These needs would require additional activity by either the browser or the webserver.	Such activities are called client-side activities if they are performed by a client (such as a browser) or server-side activities if they are performed by a server (such as a webserver).	As an example, suppose a travel agent wanted customers to be able to identify desired destinations and dates of travel, at which time the agent would present the customer with a customized webpage containing only the information pertinent to that customer's needs.
325	SERVER%WEBSERVERS	SERVER	WEBSERVERS	264	2	A newsreader application contacted servers using the Network News Transfer Protocol (NNTP), an application for listing and copying files across the network implemented the file transfer protocol (FTP), or an application for accessing another computer from a great distance used the Telnet protocol, or later the secure shell (SSH) protocol.	As webservers and browsers have become more sophisticated, more and more of these traditional network applications have come to be handled by webpages via the powerful hypertext transfer protocol (HTTP).	Nevertheless, when examining a network protocol for an Internet application for the first time, it behooves us to begin with a few simpler examples before moving on to hypertext transfer protocol in the next section.
326	SERVLET%JAVASERVER_PAGE	SERVLET	JAVASERVER PAGE	476	2	A simplified version of the servlet approach is applicable when the requested server-side activity is the construction of a customized webpage, as in our travel agent example.	In this case webpage templates called javaserver pages (JSP) are stored at the webserver and completed using information received from a client.	A similar approach is used by Microsoft, where the templates from which customized webpages are constructed are called active server pages (ASP).
327	SIMPLE_MAIL_TRANSFER_PROTOCOL%INTERNET_MAIL_ACCESS_PROTOCOL	SIMPLE MAIL TRANSFER PROTOCOL	INTERNET MAIL ACCESS PROTOCOL	300	1	There are two popular protocols that may be used for accessing email that has arrived and accumulated at a user's mail server.	These are POP3 (post office protocol version 3) and internet mail access protocol (IMAP). post office protocol version 3 (pronounced " pop-THREE ") is the simpler of the two.	Using post office protocol version 3, a user transfers (downloads) messages to his or her local computer where they can be read, stored in various folders, edited, and otherwise manipulated as the user desires.
328	SIMPLE_MAIL_TRANSFER_PROTOCOL%MAIL_SERVER	SIMPLE MAIL TRANSFER PROTOCOL	MAIL SERVER	270	1	Simple mail transfer protocol (SMTP) defines a way that two computers on the network may interact when transmitting an email message from one host to the other.	Consider the example case of a mail server mail.skaro.gov sending an email from end user " dalek " to end user " doctor " in the domain tardis.edu.	First, a mail handling process on mail.skaro.gov contacts the mail server process on mail.tardis.edu.
329	SIMPLE_MAIL_TRANSFER_PROTOCOL%PORT_NUMBER	SIMPLE MAIL TRANSFER PROTOCOL	PORT NUMBER	548	1	For example, if a Web browser is asked to retrieve the document whose uniform resource locator is http://www .zoo.org/animals/frog.html, the browser assumes that it should contact the hypertext transfer protocol server at www.zoo.org via port number 80.	Likewise, when sending email, an simple mail transfer protocol client assumes that it should communicate with the simple mail transfer protocol mail server through port number 25.	In summary, communication over the Internet involves the interaction of four layers of software.
330	SIMPLE_MAIL_TRANSFER_PROTOCOL%POST_OFFICE_PROTOCOL_VERSION_3	SIMPLE MAIL TRANSFER PROTOCOL	POST OFFICE PROTOCOL VERSION 3	300	1	There are two popular protocols that may be used for accessing email that has arrived and accumulated at a user's mail server.	These are POP3 (post office protocol version 3) and internet mail access protocol (IMAP). post office protocol version 3 (pronounced " pop-THREE ") is the simpler of the two.	Using post office protocol version 3, a user transfers (downloads) messages to his or her local computer where they can be read, stored in various folders, edited, and otherwise manipulated as the user desires.
331	SIMPLE_MAIL_TRANSFER_PROTOCOL%REMOTE_MAIL_SERVER	SIMPLE MAIL TRANSFER PROTOCOL	REMOTE MAIL SERVER	275	1	Similarly, when the server process at the other end answers, the protocol states that it must identify itself to the caller.	The transcript of their simple mail transfer protocol exchange might look something like this: In line 1, the remote mail server process answers the caller by announcing its name, the protocol it speaks, and other optional information, such as the version of protocol, and the date and time.	In line 2, the sending mail server process introduces itself.
332	SOFTWARE%ANTIVIRUS_SOFTWARE	SOFTWARE	ANTIVIRUS SOFTWARE	674	3	In effect, auditing software is an administrator's primary tool for identifying problems before they grow out of control.	Another means of defense against invasions via network connections is software called antivirus software, which is used to detect and remove the presence of known viruses and other infections.	Actually, antivirus software represents a broad class of software products, each designed to detect and remove a specific type of infection.
333	SOFTWARE%APPLICATION_LAYER	SOFTWARE	APPLICATION LAYER	508	1	We begin our journey with the application layer.	The application layer consists of those software units such as clients and servers that use Internet communication to carry out their tasks.	Although the names are similar, this layer is not restricted to software in the application classification presented in Section 3.2, but also includes many utility packages.
334	SOFTWARE%AUDITING_SOFTWARE	SOFTWARE	AUDITING SOFTWARE	671	3	For example, an file transfer protocol proxy server could check all incoming files for the presence of known viruses and block all infected files.	Still another tool for preventing problems in a network environment is auditing software that is similar to the auditing software we learned about in our discussion on operating system security (Section 3.5).	Using network auditing software, a system administrator can detect a sudden increase in message traffic at various locations within the administrator's realm, monitor the activities of the system's firewalls, and analyze the pattern of requests being made by the individual computers in order to detect irregularities.
335	SOFTWARE%BROWSER	SOFTWARE	BROWSER	355	2	Web Implementation	Software packages that allow users to access hypertext on the Internet fall into one of two categories: browsers and webservers.	A browser resides on the user's computer and is charged with the tasks of obtaining materials requested by the user and presenting these materials to the user in an organized manner.
336	SOFTWARE%DENIAL_OF_SERVICE	SOFTWARE	DENIAL OF SERVICE	630	2	In contrast to suffering from such internal infections as viruses and spyware, a computer in a network can also be attacked by software being executed on other computers in the system.	An example is a denial of service (DoS) attack, which is the process of overloading a computer with messages. denial of service attacks have been launched against large commercial webservers on the Internet to disrupt the company's business and in some cases have brought the company's commercial activity to a halt.	A denial of service attack requires the generation of a large number of messages over a brief period of time.
337	SOFTWARE%DISTRIBUTED_SYSTEM	SOFTWARE	DISTRIBUTED SYSTEM	147	2	With the success of networking technology, interaction between computers via networks has become common and multifaceted.	Many modern software systems, such as global information retrieval systems, company-wide accounting and inventory systems, computer games, and even the software that controls a network's infrastructure itself are designed as distributed systems, meaning that they consist of software units that execute as processes on different computers.	Early distributed systems were developed independently from scratch.
338	SOFTWARE%ENCRYPTION	SOFTWARE	ENCRYPTION	682	1	Thus, a wise computer user never opens email attachments from unfamiliar sources, does not download software without first confirming its reliability, does not respond to pop-up adds, and does not leave a PC connected to the Internet when such connection is not necessary.	Encryption	In some cases the purpose of network vandalism is to disrupt the system (as in denial of service attacks), but in other cases the ultimate goal is to gain access to information.
339	SOFTWARE%FIREWALL	SOFTWARE	FIREWALL	645	1	A primary prevention technique is to filter traffic passing through a point in the network, usually with a program called a firewall.	For instance, a firewall might be installed at the gateway of an organization's intranet to filter messages passing in and out of the region.	Such firewalls might be designed to block outgoing messages with certain destination addresses or to block incoming messages from origins that are known to be sources of trouble.
340	SOFTWARE%INTERNET_SOFTWARE	SOFTWARE	INTERNET SOFTWARE	488	3	We begin by studying the overall structure of this software.	The Layered Approach to Internet Software	A principal task of networking software is to provide the infrastructure required for transferring messages from one machine to another.
341	SOFTWARE%INTERNET_SOFTWARE	SOFTWARE	INTERNET SOFTWARE	501	3	Each level in the hierarchy has representatives at both the origin and the destination, with the representatives at the destination tending to do the reverse of their counterparts at the origin.	Such is the case with software for controlling communication over the Internet, except that the internet software has four layers rather than three, each consisting of a collection of software routines rather than people and businesses.	The four layers are known as the application layer, the transport layer, the network layer, and the link layer (Figure 4.13).
342	SOFTWARE%MALICIOUS_SOFTWARE	SOFTWARE	MALICIOUS SOFTWARE	598	2	There are numerous ways that a computer system and its contents can be attacked via network connections.	Many of these incorporate the use of malicious software (collectively called malware).	Such software might be transferred to, and executed on, the computer itself, or it might attack the computer from a distance.
343	SOFTWARE%NETWORK_SOFTWARE	SOFTWARE	NETWORK SOFTWARE	3	4	In these networks, computer users can exchange messages and share resources-such as printing capabilities, software packages, and data storage facilities-that are scattered throughout the system.	The underlying software required to support such applications has grown from simple utility packages into an expanding system of network software that provides a sophisticated network-wide infrastructure.	In a sense, network software is evolving into a network-wide operating system.
344	SOFTWARE%NETWORK_SOFTWARE	SOFTWARE	NETWORK SOFTWARE	4	4	The underlying software required to support such applications has grown from simple utility packages into an expanding system of network software that provides a sophisticated network-wide infrastructure.	In a sense, network software is evolving into a network-wide operating system.	In this chapter we will explore this expanding field of computer science.
345	SOFTWARE%PROXY_SERVER	SOFTWARE	PROXY SERVER	660	4	Another preventative tool that has filtering connotations is the proxy server.	A proxy server is a software unit that acts as an intermediary between a client and a server with the goal of shielding the client from adverse actions of the server.	Without a proxy server, a client communicates directly with a server, meaning that the server has an opportunity to learn a certain amount about the client.
346	SOFTWARE%PROXY_SERVER	SOFTWARE	PROXY SERVER	661	4	A proxy server is a software unit that acts as an intermediary between a client and a server with the goal of shielding the client from adverse actions of the server.	Without a proxy server, a client communicates directly with a server, meaning that the server has an opportunity to learn a certain amount about the client.	Over time, as many clients within an organization's intranet deal with a distant server, that server can collect a multitude of information about the intranet's internal structure-information that can later be used for malicious activity.
347	SOFTWARE%SECURE_SHELL	SOFTWARE	SECURE SHELL	510	1	Although the names are similar, this layer is not restricted to software in the application classification presented in Section 3.2, but also includes many utility packages.	For example, software for transferring files using file transfer protocol or for providing remote login capabilities using secure shell have become so common that they are normally considered utility software.	The application layer uses the transport layer to send and receive messages over the Internet in much the same way that you would use a shipping company to send and receive packages.
348	SOFTWARE%SPYWARE	SOFTWARE	SPYWARE	600	2	Such software might be transferred to, and executed on, the computer itself, or it might attack the computer from a distance.	Examples of software that is transferred to, and executed on, the computer under attack include viruses, worms, trojan horses, and spyware, whose names reflect the primary characteristic of the software.	The Computer Emergency Response Team In November 1988 a worm released into the Internet caused significant disruption of service.
349	SOFTWARE%TROJAN_HORSE	SOFTWARE	TROJAN HORSE	600	2	Such software might be transferred to, and executed on, the computer itself, or it might attack the computer from a distance.	Examples of software that is transferred to, and executed on, the computer under attack include viruses, worms, trojan horses, and spyware, whose names reflect the primary characteristic of the software.	The Computer Emergency Response Team In November 1988 a worm released into the Internet caused significant disruption of service.
350	SOFTWARE%VIRUS	SOFTWARE	VIRUS	600	2	Such software might be transferred to, and executed on, the computer itself, or it might attack the computer from a distance.	Examples of software that is transferred to, and executed on, the computer under attack include viruses, worms, trojan horses, and spyware, whose names reflect the primary characteristic of the software.	The Computer Emergency Response Team In November 1988 a worm released into the Internet caused significant disruption of service.
351	SOFTWARE%WEBSERVERS	SOFTWARE	WEBSERVERS	355	1	Web Implementation	Software packages that allow users to access hypertext on the Internet fall into one of two categories: browsers and webservers.	A browser resides on the user's computer and is charged with the tasks of obtaining materials requested by the user and presenting these materials to the user in an organized manner.
352	SOFTWARE%WORM	SOFTWARE	WORM	600	2	Such software might be transferred to, and executed on, the computer itself, or it might attack the computer from a distance.	Examples of software that is transferred to, and executed on, the computer under attack include viruses, worms, trojan horses, and spyware, whose names reflect the primary characteristic of the software.	The Computer Emergency Response Team In November 1988 a worm released into the Internet caused significant disruption of service.
353	SPYWARE%ANTIVIRUS_SOFTWARE	SPYWARE	ANTIVIRUS SOFTWARE	675	1	Another means of defense against invasions via network connections is software called antivirus software, which is used to detect and remove the presence of known viruses and other infections.	Actually, antivirus software represents a broad class of software products, each designed to detect and remove a specific type of infection.	For example, whereas many products specialize in virus control, others specialize in spyware protection.
354	SPYWARE%PHISHING	SPYWARE	PHISHING	623	2	In other cases, spyware is used for blatantly malicious purposes such as recording the symbol sequences typed at the computer's keyboard in search of passwords or credit card numbers.	As opposed to obtaining information secretly by sniffing via spyware, phishing is a technique of obtaining information explicitly by simply asking for it.	The term phishing is a play on the word fishing because the process involved is to cast numerous " lines " in hopes that someone will " take the bait ".
355	STAR%ACCESS_POINT	STAR	ACCESS POINT	28	2	As the simple terminals employed by these users grew into small computers themselves, a star network emerged.	Today, the star configuration is popular in wireless networks where communication is conducted by means of radio broadcast and the central machine, called the access point (AP), serves as a focal point around which all communication is coordinated.	The difference between a bus network and a star network is not always obvious by the physical arrangement of equipment.
356	STAR%WIRELESS_NETWORK	STAR	WIRELESS NETWORK	28	4	As the simple terminals employed by these users grew into small computers themselves, a star network emerged.	Today, the star configuration is popular in wireless networks where communication is conducted by means of radio broadcast and the central machine, called the access point (AP), serves as a focal point around which all communication is coordinated.	The difference between a bus network and a star network is not always obvious by the physical arrangement of equipment.
357	SWITCH%ROUTER	SWITCH	ROUTER	98	1	The connection between networks to form an internet is handled by devices known as routers, which are special purpose computers used for forwarding messages.	Note that the task of a router is different from that of repeaters, bridges, and switches in that routers provide links between networks while allowing each network to maintain its unique internal characteristics.	As an example, Figure 4.5 depicts two wifi star networks and an Ethernet bus network connected by routers.
358	TAG%BODY	TAG	BODY	384	1	Note that the tags are delineated by the symbols < and >.	The hypertext markup language source document consists of two sections-a head (surrounded by the < head > and < / head > tags) and a body (surrounded by the < body > and < / body > tags).	The distinction between the head and body of a webpage is similar to that of the head and body of an interoffice memo.
359	TAG%HEAD	TAG	HEAD	384	1	Note that the tags are delineated by the symbols < and >.	The hypertext markup language source document consists of two sections-a head (surrounded by the < head > and < / head > tags) and a body (surrounded by the < body > and < / body > tags).	The distinction between the head and body of a webpage is similar to that of the head and body of an interoffice memo.
360	TAG%HYPERTEXT_MARKUP_LANGUAGE	TAG	HYPERTEXT MARKUP LANGUAGE	378	2	The distinction is that a hypertext document also contains special symbols, called tags, that describe how the document should appear on a display screen, what multimedia resources (such as images) should accompany the document, and which items within the document are linked to other documents.	This system of tags is known as hypertext markup language (HTML).	Thus, it is in terms of hypertext markup language that an author of a webpage describes the information that a browser needs in order to present the page on the user's screen and to find any related documents referenced by the current page.
361	TIER-1_INTERNET_SERVICE_PROVIDER%TIER-2_INTERNET_SERVICE_PROVIDER	TIER-1 INTERNET SERVICE PROVIDER	TIER-2 INTERNET SERVICE PROVIDER	180	2	An example would be a company that originated as a traditional telephone company and has expanded its scope into providing other communication services.	Connecting to the tier-1 internet service providers are the tier-2 internet service providers that tend to be more regional in scope and less potent in their capabilities.	The distinction between the tier-1 and tier-2 internet service providers is often a matter of opinion.
362	TIER-2_INTERNET_SERVICE_PROVIDER%TIER-3_INTERNET_SERVICE_PROVIDER	TIER-2 INTERNET SERVICE PROVIDER	TIER-3 INTERNET SERVICE PROVIDER	185	2	As such, they can be thought of as the core of the Internet.	Access to this core is usually provided by an intermediary called an access or tier-3 internet service provider.	An access internet service provider is essentially an independent internet, sometimes called an intranet, operated by a single authority that is in the business of supplying internet access to individual homes and businesses.
363	TRADITIONAL_TELEPHONE%1G	TRADITIONAL TELEPHONE	1G	332	2	The first generation wireless telephone network transmitted analog voice signals through the air, much like traditional telephones but without the copper wire running into the wall.	In retrospect, we call these early phones " 1G ", or first generation.	The second generation used digital signals to encode voice, providing more effective use of the airwaves, and the transmission of other kinds of digital data, like text messaging.
364	TRADITIONAL_TELEPHONE%INTERNET	TRADITIONAL TELEPHONE	INTERNET	96	1	There are many other examples of internets.	Indeed, traditional telephone communication was handled by worldwide internet systems well before the Internet was popularized.	The connection between networks to form an internet is handled by devices known as routers, which are special purpose computers used for forwarding messages.
365	TRADITIONAL_TELEPHONE%SECOND_GENERATION	TRADITIONAL TELEPHONE	SECOND GENERATION	333	1	In retrospect, we call these early phones " 1G ", or first generation.	The second generation used digital signals to encode voice, providing more effective use of the airwaves, and the transmission of other kinds of digital data, like text messaging.	The Third Generation (" 3G ") phone network provided higher data rates, allowing for mobile video calls and other bandwidth-intensive activities.
366	TRADITIONAL_TELEPHONE%TRANSMISSION_CONTROL_PROTOCOL/INTERNET_PROTOCOL_NETWORK	TRADITIONAL TELEPHONE	TRANSMISSION CONTROL PROTOCOL/INTERNET PROTOCOL NETWORK	318	1	This choice is frequently bundled with traditional Internet service and/or digital television service.	The third type of voice over internet protocol comes in the form of embedded voice over internet protocol phones, which are devices that replace a traditional telephone with an equivalent handset connected directly to a transmission control protocol/internet protocol network.	Embedded voice over internet protocol phones are becoming increasingly common for large organizations, many of whom are replacing their traditional internal copper wire telephone systems with voice over internet protocol over Ethernet to reduce costs and enhance features.
367	TRADITIONAL_TELEPHONE%VOICE_OVER_INTERNET_PROTOCOL	TRADITIONAL TELEPHONE	VOICE OVER INTERNET PROTOCOL	306	3	VoIP	As an example of a more recent Internet application, consider voice over internet protocol (VoIP) in which the internet infrastructure is used to provide voice communication similar to that of traditional telephone systems.	In its simplest form, voice over internet protocol consists of two processes on different machines transferring audio data via the peer-to-peer model-a process that in itself presents no significant problems.
368	TRADITIONAL_TELEPHONE%VOICE_OVER_INTERNET_PROTOCOL	TRADITIONAL TELEPHONE	VOICE OVER INTERNET PROTOCOL	307	3	As an example of a more recent Internet application, consider voice over internet protocol (VoIP) in which the internet infrastructure is used to provide voice communication similar to that of traditional telephone systems.	In its simplest form, voice over internet protocol consists of two processes on different machines transferring audio data via the peer-to-peer model-a process that in itself presents no significant problems.	However, tasks such as initiating and receiving calls, linking voice over internet protocol with traditional telephone systems, and providing services such as emergency 911 communication are issues that extend beyond traditional Internet applications.
369	TRADITIONAL_TELEPHONE%VOICE_OVER_INTERNET_PROTOCOL	TRADITIONAL TELEPHONE	VOICE OVER INTERNET PROTOCOL	308	3	In its simplest form, voice over internet protocol consists of two processes on different machines transferring audio data via the peer-to-peer model-a process that in itself presents no significant problems.	However, tasks such as initiating and receiving calls, linking voice over internet protocol with traditional telephone systems, and providing services such as emergency 911 communication are issues that extend beyond traditional Internet applications.	Moreover, governments that own their country's traditional telephone companies view voice over internet protocol as a threat and have either taxed it heavily or outlawed it completely.
370	TRANSMISSION_CONTROL_PROTOCOL%FORWARDING_TABLE	TRANSMISSION CONTROL PROTOCOL	FORWARDING TABLE	581	1	However, because email is less time sensitive, mail servers use transmission control protocol to transfer email. internet protocol is the Internet's standard for implementing the tasks assigned to the network layer.	We have already observed that this task consists of forwarding, which involves relaying packets through the Internet, and routing, which involves updating the layer's forwarding table to reflect changing conditions.	For instance, a router may malfunction, meaning that traffic should no longer be forwarded in its direction, or a section of the Internet may become congested, meaning that traffic should be routed around the blockage.
371	TRANSMISSION_CONTROL_PROTOCOL%USER_DATAGRAM_PROTOCOL	TRANSMISSION CONTROL PROTOCOL	USER DATAGRAM PROTOCOL	565	1	This diversity is analogous to the fact that when shipping a package, you have a choice of different shipping companies, each of which offers the same basic service but with its own unique characteristics.	Thus, depending on the particular quality of service required, a unit within the application layer might choose to send data via a transmission control protocol or user datagram protocol version of the transport layer (Figure 4.15).	There are several differences between transmission control protocol and user datagram protocol.
372	TRANSPORT_LAYER%APPLICATION_LAYER	TRANSPORT LAYER	APPLICATION LAYER	511	1	For example, software for transferring files using file transfer protocol or for providing remote login capabilities using secure shell have become so common that they are normally considered utility software.	The application layer uses the transport layer to send and receive messages over the Internet in much the same way that you would use a shipping company to send and receive packages.	Just as it is your responsibility to provide an address compatible with the specifications of the shipping company, it is the application layer's responsibility to provide an address that is compatible with the internet infrastructure.
373	TRANSPORT_LAYER%NETWORK_LAYER	TRANSPORT LAYER	NETWORK LAYER	519	1	The transport layer adds sequence numbers to the small segments it produces so that the segments can be reassembled at the message's destination.	Then it hands these segments, known as packets, to the network layer.	From this point, the packets are treated as individual, unrelated messages until they reach the transport layer at their final destination.
374	TRANSPORT_LAYER%PORT_NUMBER	TRANSPORT LAYER	PORT NUMBER	544	2	Determining which unit within the application layer should receive an incoming message is an important task of the transport layer.	This is handled by assigning unique port numbers (not related to the I/O ports discussed in Chapter 2) to the various units and requiring that the appropriate port number be appended to a message's address before starting the message on its journey.	Then, once the message is received by the transport layer at the destination, the transport layer merely hands the message to the application layer software at the designated port number.
375	TRANSPORT_LAYER%TRANSMISSION_CONTROL_PROTOCOL	TRANSPORT LAYER	TRANSMISSION CONTROL PROTOCOL	562	2	Actually, the transmission control protocol (TCP) and the internet protocol (IP) are the names of only two of the protocols in this vast collection-so the fact that the entire collection is referred to as the transmission control protocol/internet protocol protocol suite is rather misleading.	More precisely, transmission control protocol defines a version of the transport layer.	We say a version because the transmission control protocol/internet protocol protocol suite provides for more than one way of implementing the transport layer; one of the other options is defined by the user datagram protocol (UDP).
376	TRANSPORT_LAYER%TRANSMISSION_CONTROL_PROTOCOL	TRANSPORT LAYER	TRANSMISSION CONTROL PROTOCOL	565	2	This diversity is analogous to the fact that when shipping a package, you have a choice of different shipping companies, each of which offers the same basic service but with its own unique characteristics.	Thus, depending on the particular quality of service required, a unit within the application layer might choose to send data via a transmission control protocol or user datagram protocol version of the transport layer (Figure 4.15).	There are several differences between transmission control protocol and user datagram protocol.
377	TRANSPORT_LAYER%USER_DATAGRAM_PROTOCOL	TRANSPORT LAYER	USER DATAGRAM PROTOCOL	563	4	More precisely, transmission control protocol defines a version of the transport layer.	We say a version because the transmission control protocol/internet protocol protocol suite provides for more than one way of implementing the transport layer; one of the other options is defined by the user datagram protocol (UDP).	This diversity is analogous to the fact that when shipping a package, you have a choice of different shipping companies, each of which offers the same basic service but with its own unique characteristics.
378	TRANSPORT_LAYER%USER_DATAGRAM_PROTOCOL	TRANSPORT LAYER	USER DATAGRAM PROTOCOL	565	4	This diversity is analogous to the fact that when shipping a package, you have a choice of different shipping companies, each of which offers the same basic service but with its own unique characteristics.	Thus, depending on the particular quality of service required, a unit within the application layer might choose to send data via a transmission control protocol or user datagram protocol version of the transport layer (Figure 4.15).	There are several differences between transmission control protocol and user datagram protocol.
379	TRANSPORT_LAYER%USER_DATAGRAM_PROTOCOL	TRANSPORT LAYER	USER DATAGRAM PROTOCOL	570	4	In this manner, a transmission control protocol transport layer is said to establish a connection before sending a message.	A transport layer based on user datagram protocol does not establish such a connection prior to sending a message.	It merely sends the message to the address it was given and forgets about it.
380	UNIFORM_RESOURCE_LOCATOR%HYPERTEXT_MARKUP_LANGUAGE	UNIFORM RESOURCE LOCATOR	HYPERTEXT MARKUP LANGUAGE	375	1	These browsers correctly retrieve the Google home page when given the " uniform resource locator " consisting merely of www .google. com.	hypertext markup language	A traditional hypertext document is similar to a text file because its text is encoded character by character using a system such as ASCII or Unicode.
